"Round14617","Time: 19:44:43","NumberOfPlayers: 0","TotalBet: 182397.14","TotalWinning: 0","OnCash: 1.08"
"Round14618","Time: 19:45:01","NumberOfPlayers: 8773","TotalBet: 187243.46","TotalWinning: 21686.45","OnCash: 1.41"
"Round14619","Time: 19:45:20","NumberOfPlayers: 9217","TotalBet: 196364.70","TotalWinning: 19413.9","OnCash: 1.42"
"Round14620","Time: 19:45:40","NumberOfPlayers: 9347","TotalBet: 207276.10","TotalWinning: 14995.02","OnCash: 1.49"
"Round14621","Time: 19:46:00","NumberOfPlayers: 9291","TotalBet: 208314.15","TotalWinning: 8760.93","OnCash: 1.27"
"Round14622","Time: 19:46:19","NumberOfPlayers: 8634","TotalBet: 207517.74","TotalWinning: 45991.87","OnCash: 2.11"
"Round14623","Time: 19:46:41","NumberOfPlayers: 8634","TotalBet: 230278.69","TotalWinning: 79834.27","OnCash: 1.04"
"Round14624","Time: 19:46:58","NumberOfPlayers: 0","TotalBet: 208558.48","TotalWinning: 0","OnCash: 1.08"
"Round14625","Time: 19:47:16","NumberOfPlayers: 7380","TotalBet: 176760.17","TotalWinning: 74865.21","OnCash: 2.17"
"Round14626","Time: 19:47:39","NumberOfPlayers: 8503","TotalBet: 202842.99","TotalWinning: 262013.23","OnCash: 3.44"
"Round14627","Time: 19:48:04","NumberOfPlayers: 8805","TotalBet: 193741.07","TotalWinning: 4128.77","OnCash: 1.15"
"Round14628","Time: 19:48:22","NumberOfPlayers: 7460","TotalBet: 150347.25","TotalWinning: 138153.58","OnCash: 3.28"
"Round14629","Time: 19:48:47","NumberOfPlayers: 8393","TotalBet: 179093.52","TotalWinning: 410607.37","OnCash: 7.2"
"Round14630","Time: 19:49:18","NumberOfPlayers: 8636","TotalBet: 163249.84","TotalWinning: 152810.49","OnCash: 2.99"
"Round14631","Time: 19:49:43","NumberOfPlayers: 8229","TotalBet: 153878.04","TotalWinning: 109808.02","OnCash: 2.91"
"Round14632","Time: 19:50:07","NumberOfPlayers: 8229","TotalBet: 162487.51","TotalWinning: 140522.7","OnCash: 1.07"
"Round14633","Time: 19:50:24","NumberOfPlayers: 7163","TotalBet: 142850.84","TotalWinning: 126232.62","OnCash: 3.42"
"Round14634","Time: 19:50:50","NumberOfPlayers: 8758","TotalBet: 164075.43","TotalWinning: 20649.73","OnCash: 1.47"
"Round14635","Time: 19:51:10","NumberOfPlayers: 8092","TotalBet: 161198.97","TotalWinning: 634375.16","OnCash: 19.43"
"Round14636","Time: 19:51:52","NumberOfPlayers: 8798","TotalBet: 159345.24","TotalWinning: 141961.32","OnCash: 3.39"
"Round14637","Time: 19:52:18","NumberOfPlayers: 8217","TotalBet: 150736.94","TotalWinning: 12964.39","OnCash: 1.36"
"Round14638","Time: 19:52:37","NumberOfPlayers: 7211","TotalBet: 138916.12","TotalWinning: 297228.29","OnCash: 5.46"
"Round14639","Time: 19:53:06","NumberOfPlayers: 8811","TotalBet: 155858.34","TotalWinning: 309956.23","OnCash: 4.67"
"Round14640","Time: 19:53:34","NumberOfPlayers: 9133","TotalBet: 164161.42","TotalWinning: 106580.21","OnCash: 2.55"
"Round14641","Time: 19:53:57","NumberOfPlayers: 8737","TotalBet: 147501.14","TotalWinning: 69399.07","OnCash: 2.46"
"Round14642","Time: 19:54:21","NumberOfPlayers: 8737","TotalBet: 159690.02","TotalWinning: 107775.27","OnCash: 1.01"
"Round14643","Time: 19:54:37","NumberOfPlayers: 8534","TotalBet: 168585.05","TotalWinning: 404760.04","OnCash: 6.87"
"Round14644","Time: 19:55:08","NumberOfPlayers: 10142","TotalBet: 172216.50","TotalWinning: 13890.57","OnCash: 1.56"
"Round14645","Time: 19:55:28","NumberOfPlayers: 9479","TotalBet: 184410.07","TotalWinning: 27487.5","OnCash: 1.6"
"Round14646","Time: 19:55:49","NumberOfPlayers: 9174","TotalBet: 183033.60","TotalWinning: 2364.64","OnCash: 1.17"
"Round14647","Time: 19:56:07","NumberOfPlayers: 8874","TotalBet: 172106.69","TotalWinning: 14146.1","OnCash: 1.49"
"Round14648","Time: 19:56:27","NumberOfPlayers: 8874","TotalBet: 197772.07","TotalWinning: 22382.21","OnCash: 1.01"
"Round14649","Time: 19:56:43","NumberOfPlayers: 8966","TotalBet: 192029.99","TotalWinning: 6749.87","OnCash: 1.43"
"Round14650","Time: 19:57:03","NumberOfPlayers: 8251","TotalBet: 199409.72","TotalWinning: 75357.53","OnCash: 2.02"
"Round14651","Time: 19:57:25","NumberOfPlayers: 9120","TotalBet: 193775.93","TotalWinning: 4558.03","OnCash: 1.1"
"Round14652","Time: 19:57:42","NumberOfPlayers: 7656","TotalBet: 151531.52","TotalWinning: 21857.48","OnCash: 1.82"
"Round14653","Time: 19:58:03","NumberOfPlayers: 7749","TotalBet: 172793.69","TotalWinning: 31313.52","OnCash: 1.61"
"Round14654","Time: 19:58:24","NumberOfPlayers: 7173","TotalBet: 150463.29","TotalWinning: 5697.9","OnCash: 1.19"
"Round14655","Time: 19:58:42","NumberOfPlayers: 6221","TotalBet: 129859.75","TotalWinning: 439060.63","OnCash: 11.29"
"Round14656","Time: 19:59:18","NumberOfPlayers: 8313","TotalBet: 147502.60","TotalWinning: 3190.82","OnCash: 1.19"
"Round14657","Time: 19:59:36","NumberOfPlayers: 7137","TotalBet: 145178.79","TotalWinning: 65798.44","OnCash: 2.4"
"Round14658","Time: 19:59:59","NumberOfPlayers: 7565","TotalBet: 150764.86","TotalWinning: 87111.29","OnCash: 2.31"
"Round14659","Time: 20:00:23","NumberOfPlayers: 7751","TotalBet: 148242.13","TotalWinning: 76492.99","OnCash: 2.28"
"Round14660","Time: 20:00:45","NumberOfPlayers: 7660","TotalBet: 121091.26","TotalWinning: 7030.03","OnCash: 1.23"
"Round14661","Time: 20:01:04","NumberOfPlayers: 6724","TotalBet: 122185.30","TotalWinning: 78998.85","OnCash: 2.85"
"Round14662","Time: 20:01:28","NumberOfPlayers: 7778","TotalBet: 149935.73","TotalWinning: 3061.03","OnCash: 1.11"
"Round14663","Time: 20:01:46","NumberOfPlayers: 7050","TotalBet: 133220.74","TotalWinning: 14136.85","OnCash: 1.36"
"Round14664","Time: 20:02:05","NumberOfPlayers: 6348","TotalBet: 108601.41","TotalWinning: 31444.32","OnCash: 2.1"
"Round14665","Time: 20:02:28","NumberOfPlayers: 7034","TotalBet: 132822.06","TotalWinning: 77450.67","OnCash: 2.37"
"Round14666","Time: 20:02:51","NumberOfPlayers: 7077","TotalBet: 135437.70","TotalWinning: 108917.54","OnCash: 2.52"
"Round14667","Time: 20:03:15","NumberOfPlayers: 6907","TotalBet: 139734.81","TotalWinning: 288397.3","OnCash: 5.31"
"Round14668","Time: 20:03:43","NumberOfPlayers: 7200","TotalBet: 125206.18","TotalWinning: 40727.29","OnCash: 2.05"
"Round14669","Time: 20:04:05","NumberOfPlayers: 6776","TotalBet: 113827.42","TotalWinning: 319805.86","OnCash: 8.43"
"Round14670","Time: 20:04:38","NumberOfPlayers: 7295","TotalBet: 116974.71","TotalWinning: 52139.3","OnCash: 2.23"
"Round14671","Time: 20:05:01","NumberOfPlayers: 7137","TotalBet: 123834.66","TotalWinning: 44838.82","OnCash: 1.9"
"Round14672","Time: 20:05:22","NumberOfPlayers: 6929","TotalBet: 130351.66","TotalWinning: 135774.88","OnCash: 2.82"
"Round14673","Time: 20:05:46","NumberOfPlayers: 7830","TotalBet: 134920.22","TotalWinning: 151022.18","OnCash: 2.68"
"Round14674","Time: 20:06:10","NumberOfPlayers: 7915","TotalBet: 133147.11","TotalWinning: 2381.53","OnCash: 1.14"
"Round14675","Time: 20:06:28","NumberOfPlayers: 6739","TotalBet: 115004.24","TotalWinning: 125305.45","OnCash: 3.07"
"Round14676","Time: 20:06:53","NumberOfPlayers: 8079","TotalBet: 140003.51","TotalWinning: 7633.76","OnCash: 1.26"
"Round14677","Time: 20:07:11","NumberOfPlayers: 7370","TotalBet: 125907.36","TotalWinning: 5707.03","OnCash: 1.25"
"Round14678","Time: 20:07:30","NumberOfPlayers: 6614","TotalBet: 128544.01","TotalWinning: 1888.59","OnCash: 1.1"
"Round14679","Time: 20:07:47","NumberOfPlayers: 6248","TotalBet: 117875.47","TotalWinning: 377631.46","OnCash: 15.94"
"Round14680","Time: 20:08:28","NumberOfPlayers: 7801","TotalBet: 138697.94","TotalWinning: 40781.83","OnCash: 1.93"
"Round14681","Time: 20:08:49","NumberOfPlayers: 7174","TotalBet: 123233.09","TotalWinning: 76052.3","OnCash: 2.48"
"Round14682","Time: 20:09:12","NumberOfPlayers: 7411","TotalBet: 129653.87","TotalWinning: 2781.82","OnCash: 1.12"
"Round14683","Time: 20:09:30","NumberOfPlayers: 6548","TotalBet: 120065.12","TotalWinning: 123835.78","OnCash: 2.84"
"Round14684","Time: 20:09:54","NumberOfPlayers: 7525","TotalBet: 141617.34","TotalWinning: 177075.88","OnCash: 3.35"
"Round14685","Time: 20:10:20","NumberOfPlayers: 7642","TotalBet: 138706.26","TotalWinning: 33843.33","OnCash: 1.76"
"Round14686","Time: 20:10:41","NumberOfPlayers: 7075","TotalBet: 119527.23","TotalWinning: 238209.69","OnCash: 5.91"
"Round14687","Time: 20:11:11","NumberOfPlayers: 7785","TotalBet: 120315.94","TotalWinning: 22973.06","OnCash: 1.66"
"Round14688","Time: 20:11:31","NumberOfPlayers: 7380","TotalBet: 112182.29","TotalWinning: 1880.92","OnCash: 1.28"
"Round14689","Time: 20:11:50","NumberOfPlayers: 6666","TotalBet: 96523.54","TotalWinning: 265653","OnCash: 20.51"
"Round14690","Time: 20:12:33","NumberOfPlayers: 7694","TotalBet: 121564.16","TotalWinning: 249454.36","OnCash: 5.26"
"Round14691","Time: 20:13:02","NumberOfPlayers: 7313","TotalBet: 118386.19","TotalWinning: 181513.84","OnCash: 3.63"
"Round14692","Time: 20:13:28","NumberOfPlayers: 7151","TotalBet: 109902.25","TotalWinning: 165737.07","OnCash: 4.44"
"Round14693","Time: 20:13:55","NumberOfPlayers: 7720","TotalBet: 122275.86","TotalWinning: 274402","OnCash: 15.01"
"Round14694","Time: 20:14:34","NumberOfPlayers: 8011","TotalBet: 120126.21","TotalWinning: 40483.16","OnCash: 2.12"
"Round14695","Time: 20:14:57","NumberOfPlayers: 7131","TotalBet: 109228.47","TotalWinning: 132276.34","OnCash: 3.45"
"Round14696","Time: 20:15:22","NumberOfPlayers: 8225","TotalBet: 128493.60","TotalWinning: 4674.77","OnCash: 1.25"
"Round14697","Time: 20:15:41","NumberOfPlayers: 7025","TotalBet: 115006.44","TotalWinning: 1928.67","OnCash: 1.1"
"Round14698","Time: 20:15:58","NumberOfPlayers: 6616","TotalBet: 117256.18","TotalWinning: 284266.37","OnCash: 6.85"
"Round14699","Time: 20:16:29","NumberOfPlayers: 9038","TotalBet: 150587.47","TotalWinning: 46677.89","OnCash: 2.02"
"Round14700","Time: 20:16:51","NumberOfPlayers: 8413","TotalBet: 140058.28","TotalWinning: 2463.52","OnCash: 1.19"
"Round14701","Time: 20:17:10","NumberOfPlayers: 7656","TotalBet: 130941.15","TotalWinning: 233731.52","OnCash: 4.41"
"Round14702","Time: 20:17:37","NumberOfPlayers: 9122","TotalBet: 145399.75","TotalWinning: 86390.21","OnCash: 2.34"
"Round14703","Time: 20:18:00","NumberOfPlayers: 8554","TotalBet: 138307.98","TotalWinning: 13341.18","OnCash: 1.45"
"Round14704","Time: 20:18:20","NumberOfPlayers: 7873","TotalBet: 130159.40","TotalWinning: 140738.52","OnCash: 3.05"
"Round14705","Time: 20:18:45","NumberOfPlayers: 8977","TotalBet: 149667.55","TotalWinning: 80710.57","OnCash: 2.44"
"Round14706","Time: 20:19:08","NumberOfPlayers: 8543","TotalBet: 150772.06","TotalWinning: 546.92","OnCash: 1.02"
"Round14707","Time: 20:19:24","NumberOfPlayers: 0","TotalBet: 131994.84","TotalWinning: 0","OnCash: 1.08"
"Round14708","Time: 20:19:41","NumberOfPlayers: 7222","TotalBet: 137862.01","TotalWinning: 518.05","OnCash: 1.44"
"Round14709","Time: 20:20:01","NumberOfPlayers: 7222","TotalBet: 168263.58","TotalWinning: 13148.71","OnCash: 1.04"
"Round14710","Time: 20:20:18","NumberOfPlayers: 6966","TotalBet: 143008.96","TotalWinning: 208116.11","OnCash: 3.86"
"Round14711","Time: 20:20:44","NumberOfPlayers: 8424","TotalBet: 154153.43","TotalWinning: 11947.39","OnCash: 1.53"
"Round14712","Time: 20:21:04","NumberOfPlayers: 7525","TotalBet: 141860.96","TotalWinning: 176083.84","OnCash: 3.21"
"Round14713","Time: 20:21:29","NumberOfPlayers: 7888","TotalBet: 138682.73","TotalWinning: 13084.94","OnCash: 1.36"
"Round14714","Time: 20:21:49","NumberOfPlayers: 7171","TotalBet: 138698.90","TotalWinning: 8823.66","OnCash: 1.33"
"Round14715","Time: 20:22:08","NumberOfPlayers: 6464","TotalBet: 124149.15","TotalWinning: 32142.59","OnCash: 1.8"
"Round14716","Time: 20:22:29","NumberOfPlayers: 7017","TotalBet: 147516.26","TotalWinning: 187057.2","OnCash: 2.96"
"Round14717","Time: 20:22:53","NumberOfPlayers: 7383","TotalBet: 141585.39","TotalWinning: 48682.18","OnCash: 2.17"
"Round14718","Time: 20:23:16","NumberOfPlayers: 7005","TotalBet: 128400.63","TotalWinning: 138648.61","OnCash: 2.9"
"Round14719","Time: 20:23:40","NumberOfPlayers: 7102","TotalBet: 126488.48","TotalWinning: 530.74","OnCash: 1.11"
"Round14720","Time: 20:23:58","NumberOfPlayers: 6124","TotalBet: 115348.74","TotalWinning: 211227.45","OnCash: 4.66"
"Round14721","Time: 20:24:26","NumberOfPlayers: 7348","TotalBet: 134547.99","TotalWinning: 129373.86","OnCash: 2.66"
"Round14722","Time: 20:24:49","NumberOfPlayers: 6806","TotalBet: 117627.55","TotalWinning: 159052.6","OnCash: 3.11"
"Round14723","Time: 20:25:14","NumberOfPlayers: 7021","TotalBet: 120605.07","TotalWinning: 76249.88","OnCash: 2.4"
"Round14724","Time: 20:25:37","NumberOfPlayers: 6690","TotalBet: 114783.06","TotalWinning: 186325.16","OnCash: 3.99"
"Round14725","Time: 20:26:03","NumberOfPlayers: 7253","TotalBet: 117339.12","TotalWinning: 10638.12","OnCash: 1.58"
"Round14726","Time: 20:26:24","NumberOfPlayers: 6396","TotalBet: 101878.64","TotalWinning: 249166.44","OnCash: 6.75"
"Round14727","Time: 20:26:54","NumberOfPlayers: 7601","TotalBet: 127697.33","TotalWinning: 72477.73","OnCash: 2.19"
"Round14728","Time: 20:27:17","NumberOfPlayers: 7062","TotalBet: 120919.79","TotalWinning: 90271.2","OnCash: 2.39"
"Round14729","Time: 20:27:40","NumberOfPlayers: 7471","TotalBet: 123341.09","TotalWinning: 5788.55","OnCash: 1.35"
"Round14730","Time: 20:27:59","NumberOfPlayers: 7471","TotalBet: 103095.00","TotalWinning: 11952.73","OnCash: 1.09"
"Round14731","Time: 20:28:17","NumberOfPlayers: 6206","TotalBet: 106400.64","TotalWinning: 302843.77","OnCash: 19.8"
"Round14732","Time: 20:28:59","NumberOfPlayers: 0","TotalBet: 129572.18","TotalWinning: 0","OnCash: 1.18"
"Round14733","Time: 20:29:18","NumberOfPlayers: 6764","TotalBet: 121112.58","TotalWinning: 63855.8","OnCash: 2.5"
"Round14734","Time: 20:29:41","NumberOfPlayers: 6764","TotalBet: 139355.31","TotalWinning: 128694.76","OnCash: 1.15"
"Round14735","Time: 20:29:59","NumberOfPlayers: 6883","TotalBet: 129427.92","TotalWinning: 36015.52","OnCash: 1.85"
"Round14736","Time: 20:30:20","NumberOfPlayers: 7339","TotalBet: 148328.16","TotalWinning: 283471.73","OnCash: 4.93"
"Round14737","Time: 20:30:48","NumberOfPlayers: 7777","TotalBet: 138458.47","TotalWinning: 223672.25","OnCash: 4.53"
"Round14738","Time: 20:31:16","NumberOfPlayers: 7536","TotalBet: 121766.44","TotalWinning: 34601.49","OnCash: 1.89"
"Round14739","Time: 20:31:37","NumberOfPlayers: 6982","TotalBet: 116078.68","TotalWinning: 13292.67","OnCash: 1.35"
"Round14740","Time: 20:31:56","NumberOfPlayers: 6754","TotalBet: 115034.03","TotalWinning: 194600.26","OnCash: 5.56"
"Round14741","Time: 20:32:25","NumberOfPlayers: 8063","TotalBet: 134913.18","TotalWinning: 6166.93","OnCash: 1.31"
"Round14742","Time: 20:32:44","NumberOfPlayers: 7173","TotalBet: 128712.51","TotalWinning: 3557.34","OnCash: 1.11"
"Round14743","Time: 20:33:02","NumberOfPlayers: 6752","TotalBet: 121749.03","TotalWinning: 246365.57","OnCash: 6.08"
"Round14744","Time: 20:33:32","NumberOfPlayers: 7722","TotalBet: 145558.91","TotalWinning: 76010.28","OnCash: 1.96"
"Round14745","Time: 20:33:53","NumberOfPlayers: 7119","TotalBet: 128165.77","TotalWinning: 25254.41","OnCash: 1.69"
"Round14746","Time: 20:34:14","NumberOfPlayers: 7129","TotalBet: 124884.62","TotalWinning: 37933.19","OnCash: 1.83"
"Round14747","Time: 20:34:35","NumberOfPlayers: 7503","TotalBet: 155612.51","TotalWinning: 12335.49","OnCash: 1.42"
"Round14748","Time: 20:34:55","NumberOfPlayers: 6922","TotalBet: 143706.84","TotalWinning: 24796.37","OnCash: 1.6"
"Round14749","Time: 20:35:16","NumberOfPlayers: 6706","TotalBet: 143492.26","TotalWinning: 310583.36","OnCash: 6.84"
"Round14750","Time: 20:35:46","NumberOfPlayers: 0","TotalBet: 139964.88","TotalWinning: 0","OnCash: 1.12"
"Round14751","Time: 20:36:04","NumberOfPlayers: 0","TotalBet: 128603.27","TotalWinning: 0","OnCash: 1.17"
"Round14752","Time: 20:36:22","NumberOfPlayers: 6015","TotalBet: 120026.69","TotalWinning: 37387.02","OnCash: 1.98"
"Round14753","Time: 20:36:44","NumberOfPlayers: 6891","TotalBet: 154465.74","TotalWinning: 175261.12","OnCash: 2.9"
"Round14754","Time: 20:37:08","NumberOfPlayers: 7252","TotalBet: 141306.60","TotalWinning: 17512.17","OnCash: 1.52"
"Round14755","Time: 20:37:28","NumberOfPlayers: 6402","TotalBet: 127108.93","TotalWinning: 60171.79","OnCash: 2.09"
"Round14756","Time: 20:37:51","NumberOfPlayers: 6654","TotalBet: 133564.90","TotalWinning: 320355.8","OnCash: 16.36"
"Round14757","Time: 20:38:31","NumberOfPlayers: 6763","TotalBet: 117670.08","TotalWinning: 13548.21","OnCash: 1.35"
"Round14758","Time: 20:38:50","NumberOfPlayers: 5844","TotalBet: 105061.56","TotalWinning: 214892.05","OnCash: 6.81"
"Round14759","Time: 20:39:21","NumberOfPlayers: 6560","TotalBet: 115332.02","TotalWinning: 8046.96","OnCash: 1.31"
"Round14760","Time: 20:39:40","NumberOfPlayers: 6220","TotalBet: 112227.09","TotalWinning: 95783.41","OnCash: 2.69"
"Round14761","Time: 20:40:03","NumberOfPlayers: 6841","TotalBet: 130311.02","TotalWinning: 239002.81","OnCash: 5.03"
"Round14762","Time: 20:40:32","NumberOfPlayers: 6797","TotalBet: 114465.50","TotalWinning: 14368.29","OnCash: 1.48"
"Round14763","Time: 20:40:52","NumberOfPlayers: 6424","TotalBet: 115086.70","TotalWinning: 238453.09","OnCash: 5.29"
"Round14764","Time: 20:41:20","NumberOfPlayers: 7132","TotalBet: 120101.10","TotalWinning: 12754.26","OnCash: 1.38"
"Round14765","Time: 20:41:40","NumberOfPlayers: 6883","TotalBet: 127661.04","TotalWinning: 47334.97","OnCash: 2.08"
"Round14766","Time: 20:42:02","NumberOfPlayers: 7321","TotalBet: 148063.71","TotalWinning: 156278.97","OnCash: 2.78"
"Round14767","Time: 20:42:26","NumberOfPlayers: 7516","TotalBet: 136198.37","TotalWinning: 166017.06","OnCash: 3.29"
"Round14768","Time: 20:42:51","NumberOfPlayers: 7416","TotalBet: 124232.51","TotalWinning: 13532.43","OnCash: 1.39"
"Round14769","Time: 20:43:11","NumberOfPlayers: 6813","TotalBet: 117067.20","TotalWinning: 13119.09","OnCash: 1.54"
"Round14770","Time: 20:43:31","NumberOfPlayers: 6985","TotalBet: 135031.47","TotalWinning: 26635.38","OnCash: 1.58"
"Round14771","Time: 20:43:51","NumberOfPlayers: 6978","TotalBet: 138679.44","TotalWinning: 638.31","OnCash: 1.04"
"Round14772","Time: 20:44:08","NumberOfPlayers: 0","TotalBet: 126604.39","TotalWinning: 0","OnCash: 1.03"
"Round14773","Time: 20:44:25","NumberOfPlayers: 5852","TotalBet: 121748.68","TotalWinning: 283722.91","OnCash: 6.17"
"Round14774","Time: 20:44:54","NumberOfPlayers: 7000","TotalBet: 114528.33","TotalWinning: 51929.68","OnCash: 2"
"Round14775","Time: 20:45:16","NumberOfPlayers: 6588","TotalBet: 118712.79","TotalWinning: 56864.12","OnCash: 2.18"
"Round14776","Time: 20:45:39","NumberOfPlayers: 6655","TotalBet: 127301.99","TotalWinning: 55097.3","OnCash: 2.1"
"Round14777","Time: 20:46:01","NumberOfPlayers: 6500","TotalBet: 122866.10","TotalWinning: 19140.22","OnCash: 1.57"
"Round14778","Time: 20:46:22","NumberOfPlayers: 5964","TotalBet: 111527.26","TotalWinning: 72185.28","OnCash: 2.51"
"Round14779","Time: 20:46:45","NumberOfPlayers: 6602","TotalBet: 133816.79","TotalWinning: 319768.46","OnCash: 10.12"
"Round14780","Time: 20:47:19","NumberOfPlayers: 6679","TotalBet: 103375.47","TotalWinning: 39206.1","OnCash: 2.03"
"Round14781","Time: 20:47:42","NumberOfPlayers: 6295","TotalBet: 116525.31","TotalWinning: 258175.41","OnCash: 9.69"
"Round14782","Time: 20:48:16","NumberOfPlayers: 6772","TotalBet: 113816.25","TotalWinning: 111428.46","OnCash: 2.64"
"Round14783","Time: 20:48:40","NumberOfPlayers: 6617","TotalBet: 106033.82","TotalWinning: 51960.72","OnCash: 1.94"
"Round14784","Time: 20:49:01","NumberOfPlayers: 6332","TotalBet: 108612.06","TotalWinning: 236442.44","OnCash: 5.84"
"Round14785","Time: 20:49:31","NumberOfPlayers: 7284","TotalBet: 115760.53","TotalWinning: 32667.16","OnCash: 1.62"
"Round14786","Time: 20:49:51","NumberOfPlayers: 6701","TotalBet: 107004.16","TotalWinning: 224182.27","OnCash: 6.31"
"Round14787","Time: 20:50:21","NumberOfPlayers: 7185","TotalBet: 96710.77","TotalWinning: 4425.65","OnCash: 1.22"
"Round14788","Time: 20:50:39","NumberOfPlayers: 6663","TotalBet: 108714.48","TotalWinning: 245240.84","OnCash: 6.54"
"Round14789","Time: 20:51:10","NumberOfPlayers: 7151","TotalBet: 109752.81","TotalWinning: 288756.75","OnCash: 20.05"
"Round14790","Time: 20:51:53","NumberOfPlayers: 7368","TotalBet: 112339.80","TotalWinning: 150202.14","OnCash: 3.81"
"Round14791","Time: 20:52:19","NumberOfPlayers: 7095","TotalBet: 123476.51","TotalWinning: 131979.61","OnCash: 3"
"Round14792","Time: 20:52:43","NumberOfPlayers: 7424","TotalBet: 127929.44","TotalWinning: 17766.77","OnCash: 1.44"
"Round14793","Time: 20:53:03","NumberOfPlayers: 0","TotalBet: 113712.81","TotalWinning: 0","OnCash: 1.24"
"Round14794","Time: 20:53:22","NumberOfPlayers: 6755","TotalBet: 105817.98","TotalWinning: 9114.72","OnCash: 1.08"
"Round14795","Time: 20:53:39","NumberOfPlayers: 6537","TotalBet: 126868.04","TotalWinning: 343890.25","OnCash: 8.58"
"Round14796","Time: 20:54:12","NumberOfPlayers: 8366","TotalBet: 143538.41","TotalWinning: 388506.3","OnCash: 8.41"
"Round14797","Time: 20:54:45","NumberOfPlayers: 7867","TotalBet: 119374.91","TotalWinning: 68916.36","OnCash: 2.31"
"Round14798","Time: 20:55:08","NumberOfPlayers: 7279","TotalBet: 127648.75","TotalWinning: 339073.87","OnCash: 8.74"
"Round14799","Time: 20:55:41","NumberOfPlayers: 7959","TotalBet: 131436.66","TotalWinning: 69003.64","OnCash: 2.33"
"Round14800","Time: 20:56:04","NumberOfPlayers: 7737","TotalBet: 147613.52","TotalWinning: 17191.92","OnCash: 1.5"
"Round14801","Time: 20:56:24","NumberOfPlayers: 7083","TotalBet: 128015.94","TotalWinning: 318413.49","OnCash: 10.84"
"Round14802","Time: 20:57:00","NumberOfPlayers: 8621","TotalBet: 154368.09","TotalWinning: 27736.42","OnCash: 1.59"
"Round14803","Time: 20:57:20","NumberOfPlayers: 7983","TotalBet: 142595.59","TotalWinning: 30946.96","OnCash: 1.61"
"Round14804","Time: 20:57:41","NumberOfPlayers: 7951","TotalBet: 159157.58","TotalWinning: 42775.17","OnCash: 1.71"
"Round14805","Time: 20:58:02","NumberOfPlayers: 8322","TotalBet: 176853.29","TotalWinning: 26730.07","OnCash: 1.52"
"Round14806","Time: 20:58:22","NumberOfPlayers: 8216","TotalBet: 171898.82","TotalWinning: 4283.85","OnCash: 1.09"
"Round14807","Time: 20:58:39","NumberOfPlayers: 7787","TotalBet: 166700.39","TotalWinning: 49368.56","OnCash: 2.16"
"Round14808","Time: 20:59:02","NumberOfPlayers: 7787","TotalBet: 191614.03","TotalWinning: 73110.67","OnCash: 1.15"
"Round14809","Time: 20:59:20","NumberOfPlayers: 7739","TotalBet: 165800.51","TotalWinning: 283593.87","OnCash: 4.44"
"Round14810","Time: 20:59:47","NumberOfPlayers: 8811","TotalBet: 168913.91","TotalWinning: 597768.95","OnCash: 20.54"
"Round14811","Time: 21:00:30","NumberOfPlayers: 8521","TotalBet: 135154.07","TotalWinning: 342170.36","OnCash: 10.87"
"Round14812","Time: 21:01:06","NumberOfPlayers: 8361","TotalBet: 131988.97","TotalWinning: 52315.74","OnCash: 2.12"
"Round14813","Time: 21:01:28","NumberOfPlayers: 7205","TotalBet: 122394.55","TotalWinning: 173797.91","OnCash: 3.69"
"Round14814","Time: 21:01:54","NumberOfPlayers: 8374","TotalBet: 133171.02","TotalWinning: 59081.31","OnCash: 2.17"
"Round14815","Time: 21:02:17","NumberOfPlayers: 8192","TotalBet: 127803.25","TotalWinning: 219048.92","OnCash: 4.95"
"Round14816","Time: 21:02:45","NumberOfPlayers: 8958","TotalBet: 142970.21","TotalWinning: 245847.57","OnCash: 4.51"
"Round14817","Time: 21:03:13","NumberOfPlayers: 9050","TotalBet: 147473.80","TotalWinning: 455165.28","OnCash: 20.44"
"Round14818","Time: 21:03:56","NumberOfPlayers: 9139","TotalBet: 147424.12","TotalWinning: 43093.05","OnCash: 1.92"
"Round14819","Time: 21:04:18","NumberOfPlayers: 9139","TotalBet: 129716.49","TotalWinning: 47333.73","OnCash: 1.01"
"Round14820","Time: 21:04:34","NumberOfPlayers: 0","TotalBet: 140409.28","TotalWinning: 0","OnCash: 1.05"
"Round14821","Time: 21:04:50","NumberOfPlayers: 6820","TotalBet: 129969.03","TotalWinning: 2478.61","OnCash: 1.19"
"Round14822","Time: 21:05:09","NumberOfPlayers: 7138","TotalBet: 137281.24","TotalWinning: 31237.65","OnCash: 1.81"
"Round14823","Time: 21:05:30","NumberOfPlayers: 8663","TotalBet: 172143.73","TotalWinning: 265794.86","OnCash: 4.14"
"Round14824","Time: 21:05:57","NumberOfPlayers: 9944","TotalBet: 174258.63","TotalWinning: 39910.76","OnCash: 1.73"
"Round14825","Time: 21:06:18","NumberOfPlayers: 9404","TotalBet: 172576.96","TotalWinning: 581995.05","OnCash: 23.29"
"Round14826","Time: 21:07:04","NumberOfPlayers: 9806","TotalBet: 170962.15","TotalWinning: 21376.81","OnCash: 1.53"
"Round14827","Time: 21:07:24","NumberOfPlayers: 8616","TotalBet: 154296.40","TotalWinning: 37773.11","OnCash: 1.75"
"Round14828","Time: 21:07:45","NumberOfPlayers: 8640","TotalBet: 153469.41","TotalWinning: 146988.76","OnCash: 2.64"
